id,salary_to
20978,53921.965228265726
3102,58699.36896306388
14731,295823.18482061464
16113,233412.4048514163
8410,140320.37677782404
35395,55304.91076711806
21864,35239.79836131393
36701,100535.50075251813
21773,44818.25951095254
31078,41356.604211482816
3601,63872.11084527093
28644,77658.87556733766
8038,154246.80717831745
23609,61619.19028652575
19984,57848.285633804204
3104,54662.37045571656
22306,154223.8863832433
31345,155671.403740854
32875,36049.47037490938
9987,113281.26928531367
15415,182164.95147409575
35742,79719.84985952491
3929,51367.19782888231
8966,277374.76963463234
28537,33064.01083062408
8840,85138.06923489457
30569,26897.839437399845
5836,63963.84925338434
14344,50897.47919805853
32901,113479.47102004748
3835,110660.60249728113
20113,107211.37843590153
17031,171934.53320573654
23305,59896.1167074126
5954,48761.010730119655
5342,592.0731484282567
17681,253891.14409889161
27115,61797.77259968871
25182,38849.644519633526
35282,180003.3338266637
31016,108706.03253403447
26001,27929.907475402208
13094,173421.54326036136
17191,127409.32801721587
27839,82383.2044278724
2135,82666.17820538164
4269,34469.87344919953
7063,165949.02313796245
853,160758.51091649162
13486,65685.92719397029
776,37963.33009996458
26233,30669.236624840127
35244,67369.95267935822
10127,24630.425451751846
17831,188325.70023118609
34061,55016.96610891908
17259,167154.92039953146
7040,157059.27483751834
25477,71598.0533822081
1453,40368.55161663374
21107,191500.54745651106
11717,185458.32297564243
27209,38335.475423129
70,125058.72674683337
19711,106430.85274242231
10512,37090.47597375412
5764,58983.65317249764
30200,98809.4491139494
31442,65706.48100827896
24752,152824.84784951943
6832,106881.32799562647
926,67488.30109306388
13988,83893.80740296817
10823,210410.50778063718
18076,152655.5640720167
32186,90370.3872499083
5694,171265.8612329916
21903,174273.8368192391
20839,47159.20201445299
465,94258.13974283372
22103,42703.03204288411
12540,159781.61587718962
34188,41853.04951891182
2649,105437.9020044595
16177,34925.50237617349
19314,63644.65919952139
20713,109776.5454551283
20126,58400.19131362587
9397,44674.48560899339
29050,54531.74113837667
35235,96352.72800145624
9400,48716.866214110116
24887,93346.11316864204
23587,20699.38975021367
23534,43813.69636698038
25996,137444.56768230672
3931,39913.40261999736
13398,133122.38944840565
30710,41861.10323211712
24678,136710.67739094264
17811,40456.93028729915
34143,63769.03122471541
18872,43673.69158396045
22589,33410.69999982023
30596,262887.7397871376
3337,58764.18646360637
11013,141291.84762088946
22003,77543.06782022938
4273,32319.673298980506
21373,76710.17031345911
28392,44198.19323136579
34829,103828.32062778705
28728,77944.21390696119
8934,193758.40043160238
33256,56405.79959065417
31979,58195.22952079983
12140,16562.25394288166
22594,69200.18413729839
3211,15836.376696751868
19371,153443.84219662228
14442,84835.22026313223
2531,77632.7005286633
36887,29829.654421404484
23727,47438.36489740333
15914,240896.73046287955
35142,100564.67828304053
24396,88438.76771134934
9880,138710.29289269252
30384,135897.77192942664
21900,60386.361738418746
8466,51843.56263981256
35726,54441.64887170515
24239,187437.96189331176
21660,163922.63515356084
35278,165722.93995994361
30288,164538.69809455748
35197,49683.38921196203
31484,37945.93389334608
29814,148486.7789424923
36238,37741.43089084305
9198,110772.05308086895
18434,58690.60043847655
19850,36168.54189765697
23462,126177.62147498807
19633,108145.130331127
27455,78277.24008095179
15665,308912.0124450715
2952,37655.12583982753
11178,106883.41795700132
10428,52788.68994053775
11430,118500.69845258095
31686,38523.18505527612
5777,72574.41459610676
25223,165744.8473278328
34063,37932.55077387795
7652,171513.72551867535
33426,111833.34265045302
9279,79341.33220825029
26179,74523.94017405718
11756,66997.33616856525
5712,66655.55281273978
12490,223602.2870014891
18869,53708.39198501333
4819,58635.99881183967
6657,53269.82023194982
10289,166640.72466249624
10453,30623.765017124144
28435,195097.24108192953
8014,246781.67516841347
1331,46206.38855534347
19345,75528.73939275806
29801,144621.8607795986
441,71974.41172716598
16404,134291.26488481348
30285,137296.07909164435
26363,105452.91236830043
7030,171799.43466470667
14183,155612.8486862662
22853,54912.41241514122
28847,46033.56342262153
6095,80682.1088671893
7327,77965.37141218582
5980,63222.93337777964
19639,133170.8150695752
12369,40710.394652474155
34431,104570.78318141283
16186,50938.38014105124
5533,26846.051115427483
20828,28728.35298497208
29382,47270.61772582677
21215,77317.04979310869
24334,54364.58792574781
35481,50476.333245866976
32334,50549.26643874215
11100,181811.7988485426
29851,41448.9290515346
1661,233597.05045638105
5306,55194.32694633953
8116,28015.344497579743
13517,166132.00885298982
29283,38958.27555235694
35141,86414.57235548426
14099,178190.55645489247
33364,33993.08474859593
19683,44867.01214147065
27271,62744.0031374493
11300,118558.36302884514
15164,53261.82111558827
13468,127281.33735462997
17306,120600.43612482998
14829,79341.33220825029
27428,87702.2569350249
896,96760.31991557303
2126,225988.37923718666
16710,56146.19082879157
5070,36951.89147610194
25564,94150.71088822698
6062,41373.81651624853
16262,77232.43277517299
4699,130180.71159408437
29995,112170.17440090024
6797,43595.39984853651
34855,134460.16454300203
9103,44707.133658729734
29406,76900.96449934159
1710,43292.97873087906
24730,77448.69230461508
25577,53521.026823073866
10405,35985.972060723565
21567,152727.34041936416
32241,35173.9569510437
22586,29443.47522108272
9040,248439.09174158712
18169,54956.71167520318
22392,44818.25951095254
12079,154374.50212777383
725,83126.26459998132
27658,81479.2612576064
22379,119627.05220884856
9938,114392.54336048296
19663,84385.53956368337
30175,36493.652975564866
3548,69991.71109306748
33790,76744.55753259701
28157,39612.69024231824
34783,64265.18450645504
16432,59692.5809245944
35562,105305.54049170481
29354,70795.83550675494
7567,134389.40474776545
3785,38473.47078784227
35637,59372.8285477444
32549,46188.57472223187
24148,78924.84677980532
36243,91894.3077168052
33165,45373.53847495471
13314,174842.62606752577
32836,148778.10995075252
24149,90439.96662780023
26082,86503.22761863994
7615,32140.564452937644
31929,70593.56971414795
25049,37425.13279841785
5427,37091.46234240791
2247,107021.02726804234
31645,79713.86417857505
30072,35111.012131529955
83,209024.61162816928
16379,164142.92426864014
33395,107606.39427761442
28210,67429.20640120252
24176,159638.70979540236
3803,123714.87841794816
18618,119508.00100889931
34630,38349.93055048706
35526,104665.29381871583
19789,43477.68121957026
15397,62215.49052093376
26078,119073.67238279998
28818,36761.57186582553
23437,58519.12054750975
26332,80150.99912388033
20451,65528.69808043921
13427,94889.11106633433
7742,201833.59721308504
26932,40150.64689252459
3843,37316.54437697724
7850,170592.05072736318
21477,21844.79216358254
29431,67512.21749274094
16966,91463.42130942518
13133,213166.90723591927
4559,103615.68798688598
27967,76727.33199030197
17791,40212.937853707
20509,80258.08312228517
32648,203327.44881726918
10454,61473.95533402588
27084,71005.2894367388
9750,103863.24667875096
18016,114420.2832179995
1291,48523.98514879242
15476,109438.76933888427
6689,142626.01898257463
12768,294565.7734737242
17656,58659.25564426469
17008,70009.88855515122
19699,149306.5394378875
24744,44871.0831030557
15543,162187.16869622006
10650,180916.13125583605
25165,29216.868060081048
30703,129660.8344599759
10356,55346.66947783594
11764,222547.0418027589
4998,63962.69858366456
7840,165169.99468553724
15220,99197.48009662131
33410,36100.4569859845
8499,171581.2163011163
35229,49327.468602509136
3899,115678.27822104188
14417,102585.43358056837
34812,59532.88585214791
14552,161447.0128741588
11997,174798.32344176367
11583,104117.7486595981
12539,97883.31511141948
32743,178860.2418718246
22602,33958.299101831144
34262,39344.05130411573
11626,193963.0994596297
26997,49570.66768567212
23148,44614.215857512005
7937,53821.59726044705
1253,46378.77425762337
21716,33617.99470364963
3074,108164.2484851616
35606,68275.30479732597
18406,52468.519951321425
1876,77794.93338703841
26608,30822.566507969947
1796,46257.989844373704
5893,138909.52008732443
18294,49577.104236672
19597,34131.67634880118
22582,33330.38757577954
10198,167727.76023423928
1670,40900.742708514845
16904,122131.68204310746
28121,72112.24124650314
5121,23705.7391005918
2622,111214.62957595901
15242,123387.47576154888
36679,37741.43089084305
16695,53529.81849681418
22274,75357.26213049638
26977,193803.56725864258
29015,47234.32428409232
34875,229024.25266014278
12124,328893.11450438545
5219,62385.84596708639
14881,222352.69497217855
26989,44895.1303650721
6888,95535.51402340928
19227,314412.49044723675
21279,38849.644519633526
8220,274826.9701297544
1457,77701.52758781108
13506,292891.6551031844
11501,83212.32730544629
17075,98273.47381083436
7646,92661.31170424286
9153,80562.10782352173
16298,54036.930873363
4592,54619.07742084265
25852,253947.3490039311
23605,48270.325944837954
18673,157533.5550892774
14657,68379.08987460754
30923,101441.88991555017
3416,87133.317598087
8928,96889.74600087493
15617,139722.8450969466
18805,203058.22473828186
277,77233.21807850331
28434,74110.48041118355
25886,163555.46114043624
34368,94788.15427664801
32845,45495.50063916863
28648,44079.501964674564
23219,44399.014560089876
24835,36452.65879316694
10602,208967.88850567918
30522,44032.22496022599
7149,20640.961324117692
22272,45198.52529928585
36068,65357.01905696232
31724,84951.08737877166
11309,1038789.9207210751
1332,53460.69631658764
1900,56547.86171089229
17909,85624.50289382396
19415,153623.85271402064
27360,70878.66690782878
24992,44818.25951095254
27987,40054.16435634665
18962,156862.6011755385
12030,19425.918720344456
22217,115980.87050134911
34625,25070.95492411378
15416,34781.919089418596
37047,58001.91934089532
263,91270.97098199162
14736,190867.4156632052
4199,39744.867793664314
11034,68349.68056974332
29160,55409.43167899491
13764,182107.82554797473
14464,97316.20153711275
17217,143941.7117831699
33367,30314.83759531346
10429,58818.401400533745
25046,73635.01167021932
12384,97748.81546108713
26799,56583.610139140736
22903,73238.05403129036
7577,41971.588717934836
27206,39743.406750334245
6149,153963.67289129712
6863,138916.7997349396
1398,82438.31592165581
9588,46743.16931849722
18529,332208.6244576813
18461,88622.40415202537
5780,110390.19372301223
10544,70454.0689213568
19045,53296.70106123542
27677,68009.987538327
1188,58930.899151216225
31351,80626.34260477565
25807,101538.57593228992
36474,242174.94786061364
24959,37741.43089084305
37079,62595.03992191684
19776,93169.01063553045
1616,70791.35041701431
35839,72867.16961308583
3053,69570.08654385348
32871,86815.29040418303
20627,79586.27666104659
17117,28275.792206928327
36806,62984.34312796164
12514,258400.8059305126
36774,87630.32855667049
13538,34401.94547504568
13125,35150.66247463321
6108,44136.632785645066
843,84600.84983093082
20110,36947.46972510069
5085,65613.93682247982
10545,197597.23421319752
12591,143941.7117831699
7569,187475.20334267814
28842,108053.64685961556
9712,44416.13820247221
36819,20810.10129778873
5667,116780.54494131893
15192,83593.61909701637
20123,73668.7118138343
10359,105310.07067126574
29244,45272.082309549936
34826,58516.60319924346
22527,82893.5680969732
2851,55310.923809548636
33939,72111.84642753538
6056,38455.720502488926
35752,64705.29935423761
26804,66838.06582264918
27762,28347.18422621214
8508,39511.010115813406
31737,46358.57329678493
10408,71958.08801109073
6604,45648.80720400275
20870,34115.60900699157
1553,42259.42434111126
15382,214012.7313685621
8161,185545.23243619417
12238,73610.82620295639
29014,252812.95569423866
6271,148905.5867971678
20633,38849.644519633526
6315,78354.85040412146
32514,46358.57329678493
13684,209326.13986048728
6328,37360.52631515099
19365,41033.20618498077
34347,76304.45277565878
31894,32667.52497638227
11438,122131.68204310746
6314,55291.97845236223
7474,166385.84698819398
5735,36799.516910970655
14137,71894.40465266469
25244,48343.02090134149
12989,203206.14258051256
4737,47955.23772177576
34481,32914.999526530395
31765,43834.36547758863
31572,41948.09028001232
28237,38028.11641344511
33257,30779.419330042892
12426,75450.26938783529
28833,34211.99284161657
36507,41551.30618381462
29224,46660.83489248322
5288,59707.289702013804
9559,34942.85305239229
1319,72268.13782503562
18476,138649.984019361
29316,95558.45688191491
13791,30540.452012982896
6334,65586.99925352952
33065,131029.70518818028
1837,39744.867793664314
791,40958.270364430435
36265,39662.35646481127
11215,186081.9535136635
6395,151810.4101472365
26877,64130.21342419738
12267,83288.70685366206
13172,54114.24690212512
2029,114740.94216116816
18979,225690.91526357818
35125,39371.72604929617
8525,71616.81607139131
29191,129206.48314002619
22385,38817.175036946704
10241,129448.84835548933
608,50075.08006140861
16423,406305.4398552313
28456,45092.41668850506
3585,48403.10315096954
23701,44818.25951095254
26176,66259.3627792866
7571,147145.99922266646
13499,144621.97389618203
15097,129941.85448681937
29726,71645.10941830563
16660,54483.18190562698
1673,52893.502442774596
33653,45594.64010537119
6231,140288.77172794356
30739,197410.9330703111
22325,46838.835831985256
14023,301101.4367081192
7395,145202.5193743714
13539,129961.97967935911
26444,30106.945512808088
26635,73198.19561902672
21654,38849.644519633526
3886,71067.0735092896
18112,155094.6068429199
5157,65238.52995459523
34026,50268.97574108818
4900,279223.45717303554
16355,158961.77373386754
34094,46358.57329678493
22001,53096.567058329834
3885,81926.97439669218
25136,45312.99902855064
28062,59070.21842434466
7100,282999.93184796517
27191,50094.627916729674
13618,116570.74216873643
6036,78669.81530708892
27921,41041.77625216396
11754,84250.8700905704
14170,173211.2895787338
11873,49886.18512285042
5740,36799.516910970655
32950,115425.57757417031
30994,114017.64269183065
8908,56505.1967082612
10669,61938.249581544034
4,39522.940739903774
30813,38681.24450511132
22759,33787.96952840955
34036,97613.58443389281
10059,31073.89891170077
20071,41363.882977667534
30228,42777.34558352568
14320,110664.49747834873
34631,38447.479934566865
25011,79332.64468639402
24969,46785.19603996491
3593,291314.9893538756
24573,129062.15001464046
2743,57184.3804835814
25013,37336.19258543539
12831,154664.44036744162
35029,48547.787653596984
4660,39562.86960280919
5960,41020.56298748561
29029,142216.86369295954
8504,38109.254803904805
29547,337727.9847917502
34166,119301.13614603165
2308,218422.6026433859
10285,91437.74260649187
10721,221301.44294948888
7592,118976.29413554317
11448,255198.3868983349
33472,43713.12949369186
32825,232874.46072016613
6188,143686.14681104379
9235,323529.52614669286
32513,50268.70051534615
19926,48327.70959702867
23335,38461.676464733915
11865,188238.81347909346
21648,45145.56340709901
31504,67505.19480126884
24198,114411.24465473619
27659,66455.08340020628
22969,99681.64115802056
36066,85179.36570746644
7475,246164.2019604439
9149,177850.11650918797
17846,658157.1955569307
9766,208177.65871991927
5011,23866.592477063026
9398,108976.23662717355
273,128211.8648289122
2635,102945.52849921532
7487,141428.8383024686
1732,76167.010116987
32040,75768.90622214397
8426,108621.04093934792
7834,146475.28709993223
10312,99346.09414211453
11742,70843.52791682907
